system_time,device_timestamp,device,command,force,qw,qx,qy,qz,roll,pitch,yaw,analog
2025-11-02 15:20:01.856,96714,CrutchHMI-BT-74d3,S,18938.00,872.0000,-161.0000,395.0000,236.0000,-165.47,90.00,146.11,2048
2025-11-02 15:20:01.910,96764,CrutchHMI-BT-74d3,S,18938.00,881.0000,-135.0000,382.0000,240.0000,-170.57,90.00,141.85,2048
2025-11-02 15:20:01.962,96814,CrutchHMI-BT-74d3,S,12210.00,885.0000,-122.0000,376.0000,244.0000,-174.07,90.00,139.75,2048
2025-11-02 15:20:02.014,96864,CrutchHMI-BT-74d3,S,14216.00,887.0000,-113.0000,370.0000,249.0000,-176.90,90.00,138.01,2048
2025-11-02 15:20:02.076,96914,CrutchHMI-BT-74d3,S,9264.00,888.0000,-104.0000,366.0000,254.0000,179.76,90.00,136.63,2048
2025-11-02 15:20:02.108,96964,CrutchHMI-BT-74d3,S,10898.00,889.0000,-86.0000,368.0000,255.0000,173.06,90.00,135.78,2048
2025-11-02 15:20:02.149,97014,CrutchHMI-BT-74d3,S,11339.00,890.0000,-73.0000,371.0000,253.0000,168.57,90.00,135.51,2048
2025-11-02 15:20:02.202,97064,CrutchHMI-BT-74d3,S,11339.00,889.0000,-62.0000,376.0000,251.0000,164.87,90.00,135.64,2048
2025-11-02 15:20:02.255,97114,CrutchHMI-BT-74d3,S,11285.00,888.0000,-61.0000,379.0000,250.0000,164.60,90.00,136.03,2048
2025-11-02 15:20:02.307,97165,CrutchHMI-BT-74d3,S,14614.00,886.0000,-68.0000,382.0000,249.0000,166.96,90.00,136.89,2048
2025-11-02 15:20:02.359,97215,CrutchHMI-BT-74d3,S,25195.00,884.0000,-70.0000,387.0000,249.0000,167.43,90.00,137.65,2048
2025-11-02 15:20:02.443,97265,CrutchHMI-BT-74d3,S,280423.00,884.0000,-55.0000,394.0000,242.0000,163.55,90.00,138.04,2048
2025-11-02 15:20:02.453,97315,CrutchHMI-BT-74d3,S,288585.00,883.0000,-55.0000,397.0000,240.0000,163.78,90.00,138.55,2048
2025-11-02 15:20:02.505,97365,CrutchHMI-BT-74d3,S,361644.00,881.0000,-72.0000,397.0000,245.0000,168.26,90.00,139.29,2048
2025-11-02 15:20:02.548,97415,CrutchHMI-BT-74d3,S,464435.00,878.0000,-81.0000,400.0000,246.0000,170.70,90.00,140.22,2048
2025-11-02 15:20:02.610,97465,CrutchHMI-BT-74d3,S,513695.00,877.0000,-80.0000,404.0000,244.0000,170.49,90.00,140.80,2048
2025-11-02 15:20:02.673,97536,CrutchHMI-BT-74d3,S,552894.00,874.0000,-79.0000,411.0000,242.0000,170.15,90.00,141.80,2048
2025-11-02 15:20:02.745,97590,CrutchHMI-BT-74d3,S,606221.00,872.0000,-84.0000,414.0000,244.0000,171.16,90.00,142.38,2048
2025-11-02 15:20:02.787,97641,CrutchHMI-BT-74d3,S,661158.00,869.0000,-89.0000,418.0000,245.0000,172.18,90.00,143.19,2048
2025-11-02 15:20:02.840,97691,CrutchHMI-BT-74d3,S,717518.00,868.0000,-89.0000,421.0000,245.0000,172.04,90.00,143.56,2048
2025-11-02 15:20:02.903,97742,CrutchHMI-BT-74d3,S,723810.00,866.0000,-87.0000,425.0000,245.0000,171.30,90.00,143.95,2048
2025-11-02 15:20:02.924,97792,CrutchHMI-BT-74d3,S,723810.00,864.0000,-83.0000,431.0000,243.0000,170.27,90.00,144.57,2048
2025-11-02 15:20:02.988,97842,CrutchHMI-BT-74d3,S,691353.00,863.0000,-83.0000,434.0000,242.0000,170.29,90.00,145.01,2048
2025-11-02 15:20:03.040,97892,CrutchHMI-BT-74d3,S,660426.00,862.0000,-85.0000,435.0000,243.0000,170.62,90.00,145.21,2048
2025-11-02 15:20:03.082,97942,CrutchHMI-BT-74d3,S,658191.00,860.0000,-91.0000,437.0000,244.0000,171.90,90.00,145.83,2048
